2.8910387 59.172077
2.3986578 58.968124
2.1947055 59.46051
1.9907545 59.95289
1.7868036 60.445274
1.9310188 60.793434
2.075234 61.14161
1.871283 61.633987
2.0154982 61.982155
1.811546 62.47454
1.9557624 62.8227
2.0999775 63.17087
1.8960266 63.66325
2.0402417 64.01142
1.8362895 64.50381
1.9805045 64.85197
1.7765552 65.344345
1.9207702 65.69251
2.0649855 66.04068
1.8610331 66.533066
2.0052483 66.881226
2.1494632 67.22939
2.6418474 67.43336
3.1342285 67.6373
3.626611 67.84125
4.1189923 68.045204
4.611375 68.24915
5.1037555 68.45311
5.596138 68.65706
5.740353 69.00522
6.2327347 69.209175
6.7251196 69.413124
7.2175007 69.61708
7.709883 69.82103
8.202265 70.02498
8.694647 70.22893
9.187028 70.432884
9.679411 70.63683
9.823626 70.985
10.316007 71.18895
10.808388 71.3929
11.30077 71.596855
11.793152 71.800804
12.285537 72.00475
12.777918 72.20871
13.270301 72.41266
13.762681 72.616615
13.906897 72.964775
14.051111 73.31294
14.543493 73.5169
14.68771 73.86506
14.831924 74.21323
15.324305 74.41718
15.468521 74.76535
15.612736 75.11351
16.105118 75.31747
16.249336 75.665634
16.39355 76.0138
16.885933 76.21774
17.030148 76.56592
17.174362 76.914085
17.666744 77.118034
17.81096 77.4662
17.955175 77.81437
18.447556 78.01831
18.591772 78.36648
18.735987 78.71465
19.228369 78.9186
19.372587 79.26677
19.516804 79.61494
20.009184 79.818886
20.35735 79.674675
20.849733 79.878624
21.197899 79.73441
21.546066 79.590195
21.894232 79.445984
22.386614 79.64993
22.734781 79.50571
23.082947 79.361496
23.431114 79.21728
23.77928 79.07307
24.271664 79.277016
24.619827 79.1328
24.967997 78.98858
25.316162 78.844376
25.520115 78.35199
25.375896 78.00382
25.57985 77.511444
25.087467 77.30749
24.595087 77.10354
24.102701 76.89959
23.754534 77.0438
23.406368 77.18801
23.262154 76.83985
23.61032 76.69564
23.814272 76.20325
23.670057 75.85509
23.52584 75.50692
23.033459 75.30297
22.889244 74.9548
22.745028 74.60664
22.252647 74.40268
22.108433 74.05451
21.964216 73.70635
21.471836 73.5024
21.327618 73.154236
21.183403 72.80607
20.69102 72.60211
20.546806 72.25395
20.40259 71.90578
19.910208 71.701836
19.765995 71.35367
19.621778 71.00549
19.129396 70.80155
18.985184 70.45338
18.840967 70.10522
18.348585 69.90126
18.20437 69.55309
17.711985 69.349144
17.363817 69.49336
17.15987 69.98574
17.015654 69.63758
16.52327 69.433624
16.379055 69.08545
15.886672 68.88151
16.090624 68.38913
16.294577 67.89674
15.802194 67.692795
15.309812 67.48884
14.8174305 67.28489
14.325049 67.08094
13.832667 66.876976
13.688453 66.52882
13.196068 66.324875
12.703686 66.12091
12.211305 65.91696
11.718922 65.71301
11.2265415 65.50906
10.7341585 65.305115
10.241777 65.10116
9.749394 64.89721
9.60518 64.54905
9.112797 64.345085
8.620415 64.14114
8.128034 63.937187
7.635651 63.733234
7.4317007 64.22562
7.2277493 64.717995
7.0835342 64.369835
7.287485 63.877445
7.14327 63.529285
6.999055 63.181114
6.5066724 62.977165
6.3624573 62.628998
6.218242 62.280834
5.7258596 62.076885
5.5816445 61.728714
5.4374294 61.380547
4.945047 61.176598
4.800832 60.828434
4.6566167 60.480267
4.1642337 60.276318
4.020019 59.928146
3.875804 59.57998
3.3834214 59.37603
2.008037 59.16183
2.5004196 58.95788
2.8485856 59.10209
3.196753 59.24631
3.400704 59.73869
3.7488697 59.882908
3.9528205 60.375286
4.300988 60.519505
4.5049405 61.01188
4.853105 61.156097
5.0570574 61.648483
5.405225 61.792698
5.609177 62.285084
5.9573417 62.429295
6.1612935 62.921673
6.5094614 63.065887
6.7134104 63.55828
6.9173617 64.05065
6.7731466 64.39882
6.9770985 64.891205
7.1213136 64.54304
7.2655287 64.19487
7.757913 63.990925
8.106077 64.13514
8.454246 64.27935
8.802412 64.42357
9.150579 64.56779
9.498744 64.712
9.846912 64.85622
10.195079 65.00043
10.543246 65.144646
10.891412 65.28886
11.239578 65.433075
11.443529 65.92546
11.791694 66.06967
12.139861 66.21388
12.488029 66.3581
12.836196 66.50232
13.1843605 66.64653
13.532527 66.79075
13.880695 66.93496
14.228864 67.07918
14.577026 67.22339
14.925195 67.36761
15.273363 67.511826
15.62153 67.656044
15.825479 68.148415
15.681264 68.49659
15.537049 68.84476
15.885216 68.98897
16.089169 69.48135
16.437336 69.62557
16.785501 69.76978
17.277884 69.565834
17.770266 69.361885
17.974215 69.85426
18.322384 69.998474
18.526335 70.49086
18.874502 70.63508
19.078453 71.12746
19.426619 71.271675
19.63057 71.76406
19.978737 71.908264
20.182686 72.40065
20.530853 72.54487
20.734806 73.03725
21.082973 73.181465
21.286922 73.67385
21.63509 73.81806
21.839043 74.31045
22.187206 74.45466
22.391161 74.94704
22.739326 75.091255
22.943277 75.58363
23.291443 75.72786
23.495394 76.22024
23.35118 76.568405
23.206964 76.91657
23.06275 77.26473
23.555132 77.06079
24.047514 76.856834
24.395681 77.001045
24.743845 77.145256
24.947798 77.63765
25.15175 78.13003
25.007538 78.47819
24.86332 78.82636
24.370934 79.03031
23.878555 79.23426
23.530386 79.09004
23.038008 79.294
22.545626 79.49795
22.197456 79.35374
21.705074 79.55769
21.356909 79.413475
20.864527 79.61743
20.372145 79.82137
20.023977 79.677155
19.531599 79.88112
19.327644 79.388725
18.979479 79.244514
18.77553 78.75214
18.427362 78.60792
18.22341 78.11553
17.875242 77.97132
17.671293 77.478935
17.323124 77.334724
17.119173 76.84235
16.771006 76.69813
16.42284 76.55391
16.21889 76.061516
15.870721 75.91731
15.666769 75.42493
15.3186035 75.280716
15.114652 74.78834
14.766485 74.64412
14.562536 74.15173
14.21437 74.007515
14.010416 73.51514
13.66225 73.370926
13.458301 72.87854
13.110133 72.73433
12.761966 72.59011
12.413798 72.44589
12.065633 72.30168
11.717466 72.15746
11.369299 72.01325
11.0211315 71.86903
10.817182 71.37665
10.469014 71.23243
10.120847 71.08822
9.772679 70.944
9.424515 70.79979
9.076347 70.65558
8.72818 70.51135
8.380015 70.36714
8.031848 70.22292
7.683681 70.07871
7.3355136 69.934494
6.9873486 69.79028
6.6391816 69.646065
6.2910137 69.50185
5.9428463 69.357635
5.5946817 69.213425
5.246515 69.06921
5.042562 68.57682
4.694395 68.43261
4.3462305 68.28839
3.9980626 68.14418
3.6498954 67.99996
3.3017309 67.85574
2.9535635 67.71153
2.605396 67.56732
2.2572286 67.4231
1.9090642 67.27889
1.7051119 66.7865
1.501161 66.29412
1.6453761 65.94595
1.4414238 65.453575
1.5856389 65.10541
1.381688 64.61303
1.5259031 64.264854
1.6701196 63.916687
1.4661689 63.424313
1.6103839 63.07614
1.4064317 62.583763
1.5506467 62.235588
1.6948619 61.88742
1.4909124 61.39505
1.6351275 61.046875
1.4311752 60.554497
1.5753903 60.20633
1.3714395 59.713943
1.5156546 59.365784
